time, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z
[0:03:49.500000], 125, 124, 64, 4761, 590, 16321
[0:03:49.600000], 140, 111, 38, 5036, 254, 16302
[0:03:49.700000], 132, 101, 54, 4765, 175, 16515
[0:03:49.800000], 152, 101, 58, 4836, 152, 16440
[0:03:49.900000], 150, 113, 56, 4767, -133, 16416
[0:03:50], 139, 94, 63, 5180, -66, 16416
[0:03:50.100000], 131, 99, 56, 5240, -319, 16444
[0:03:50.200000], 147, 90, 68, 4991, 87, 16432
[0:03:50.300000], 149, 114, 54, 5209, -328, 16387
[0:03:50.400000], 154, 88, 58, 4765, -259, 16461
[0:03:50.500000], 136, 94, 55, 4721, -373, 16328
[0:03:50.600000], 138, 108, 47, 4975, -536, 16304
[0:03:50.700000], 156, 97, 51, 4889, -780, 16385
[0:03:50.800000], 155, 86, 69, 4661, -872, 16245
[0:03:50.900000], 166, 97, 49, 4650, -774, 16249
[0:03:51], 157, 82, 58, 4928, -633, 16282
[0:03:51.100000], 156, 97, 73, 4629, -1055, 16415
[0:03:51.200000], 167, 89, 75, 4704, -978, 16476
[0:03:51.300000], 159, 80, 80, 4628, -846, 16357
[0:03:51.400000], 163, 82, 81, 4803, -1086, 16432
[0:03:51.500000], 172, 78, 60, 4428, -1130, 16480
[0:03:51.600000], 158, 71, 71, 4584, -1137, 16257
[0:03:51.700000], 159, 75, 58, 4434, -1577, 16451
[0:03:51.800000], 164, 88, 70, 4318, -1339, 16479
[0:03:51.900000], 160, 79, 80, 4189, -1613, 16405
[0:03:52], 166, 70, 60, 4332, -1764, 16442
[0:03:52.100000], 181, 77, 87, 4393, -1447, 16410
[0:03:52.200000], 180, 81, 67, 4104, -1807, 16413
[0:03:52.300000], 176, 58, 79, 3799, -1577, 16492
[0:03:52.400000], 185, 64, 73, 3776, -1898, 16278
[0:03:52.500000], 183, 70, 77, 3592, -1792, 16405
[0:03:52.600000], 179, 63, 70, 3877, -2052, 16266
[0:03:52.700000], 178, 68, 79, 3500, -2211, 16282
[0:03:52.800000], 178, 68, 88, 3506, -2126, 16254
[0:03:52.900000], 196, 56, 67, 3515, -1968, 16292
[0:03:53], 201, 55, 66, 3227, -2178, 16305
[0:03:53.100000], 194, 52, 88, 3414, -2463, 16383
[0:03:53.200000], 182, 43, 84, 3132, -2294, 16411
[0:03:53.300000], 191, 43, 79, 3265, -2624, 16338
[0:03:53.400000], 194, 37, 83, 2944, -2490, 16471
[0:03:53.500000], 199, 29, 74, 3004, -2326, 16520
[0:03:53.600000], 206, 49, 84, 2694, -2412, 16339
[0:03:53.700000], 207, 47, 73, 2565, -2628, 16457
[0:03:53.800000], 205, 30, 89, 2292, -2762, 16308
[0:03:53.900000], 193, 25, 77, 2561, -2744, 16298
[0:03:54], 200, 48, 87, 2389, -2946, 16415
[0:03:54.100000], 198, 34, 98, 2246, -2910, 16367
[0:03:54.200000], 201, 17, 82, 1772, -2730, 16397
[0:03:54.300000], 205, 37, 89, 1773, -3007, 16486
[0:03:54.400000], 205, 15, 91, 1433, -2629, 16459
[0:03:54.500000], 199, 11, 81, 1492, -2891, 16398
[0:03:54.600000], 210, 31, 100, 1435, -3076, 16406
[0:03:54.700000], 198, 31, 79, 1474, -2776, 16367
[0:03:54.800000], 201, 23, 98, 892, -2734, 16375
[0:03:54.900000], 197, 3, 77, 943, -2876, 16250
[0:03:55], 185, 6, 85, 661, -2967, 16327
[0:03:55.100000], 202, 3, 88, 597, -3050, 16341
[0:03:55.200000], 194, 23, 102, 619, -2895, 16298
[0:03:55.300000], 185, 5, 87, 487, -3026, 16460
[0:03:55.400000], 211, 17, 87, 480, -2884, 16261
[0:03:55.500000], 184, 16, 81, 123, -2843, 16495
[0:03:55.600000], 189, 14, 85, -51, -2785, 16387
[0:03:55.700000], 194, 3, 110, 103, -3138, 16447
[0:03:55.800000], 207, -6, 92, -38, -3108, 16506
[0:03:55.900000], 200, 5, 87, -225, -3082, 16371
[0:03:56], 189, -2, 109, -655, -2802, 16275
[0:03:56.100000], 208, -19, 98, -705, -3002, 16367
[0:03:56.200000], 204, -2, 86, -736, -3173, 16323
[0:03:56.300000], 195, -14, 100, -735, -2801, 16321
[0:03:56.400000], 205, -10, 109, -1056, -3118, 16270
[0:03:56.500000], 208, -9, 92, -1071, -2958, 16274
[0:03:56.600000], 201, -15, 111, -1430, -2833, 16455
[0:03:56.700000], 201, -13, 108, -1354, -2946, 16317
[0:03:56.800000], 204, -39, 89, -1503, -2991, 16273
[0:03:56.900000], 208, -36, 119, -1667, -2596, 16295
[0:03:57], 188, -13, 89, -2130, -2731, 16493
[0:03:57.100000], 197, -26, 94, -1951, -2495, 16451
[0:03:57.200000], 190, -26, 99, -2119, -2526, 16393
[0:03:57.300000], 208, -34, 101, -2305, -2649, 16273
[0:03:57.400000], 194, -38, 112, -2147, -2458, 16349
[0:03:57.500000], 183, -48, 109, -2310, -2513, 16256
[0:03:57.600000], 182, -49, 95, -2543, -2720, 16459
[0:03:57.700000], 197, -43, 106, -2936, -2490, 16308
[0:03:57.800000], 203, -48, 117, -2663, -2398, 16394
[0:03:57.900000], 185, -54, 102, -3225, -2505, 16515
[0:03:58], 175, -37, 99, -3279, -2412, 16331
[0:03:58.100000], 189, -63, 115, -3122, -2093, 16412
[0:03:58.200000], 194, -62, 97, -3068, -2469, 16449
[0:03:58.300000], 182, -69, 104, -3414, -2379, 16435
[0:03:58.400000], 188, -68, 110, -3282, -2155, 16533
[0:03:58.500000], 183, -72, 112, -3758, -1869, 16480
[0:03:58.600000], 187, -74, 110, -3824, -2200, 16379
[0:03:58.700000], 166, -70, 99, -3662, -1769, 16320
[0:03:58.800000], 177, -70, 100, -3973, -2032, 16520
[0:03:58.900000], 188, -62, 101, -4034, -1622, 16238
[0:03:59], 180, -65, 127, -4042, -1739, 16477
[0:03:59.100000], 183, -85, 127, -4244, -1711, 16382
[0:03:59.200000], 181, -63, 102, -4287, -1487, 16460
[0:03:59.300000], 164, -60, 114, -4197, -1488, 16516
[0:03:59.400000], 186, -68, 109, -4131, -1379, 16330
[0:03:59.500000], 157, -91, 109, -4365, -1572, 16307
[0:03:59.600000], 154, -90, 99, -4625, -1099, 16362
[0:03:59.700000], 183, -84, 117, -4726, -1375, 16518
[0:03:59.800000], 179, -88, 129, -4835, -1196, 16533
[0:03:59.900000], 168, -91, 117, -4580, -1157, 16308
[0:04:00], 71, -125, 39, -3400, 2209, 16450
[0:04:00.100000], 86, -154, 56, -3460, 2075, 16413
[0:04:00.200000], 65, -150, 53, -3285, 2198, 16430
[0:04:00.300000], 86, -131, 35, -3378, 2091, 16532
[0:04:00.400000], 79, -153, 54, -3306, 2353, 16323
[0:04:00.500000], 57, -141, 56, -3413, 2507, 16414
[0:04:00.600000], 70, -134, 62, -3287, 2099, 16456
[0:04:00.700000], 56, -149, 62, -2883, 2266, 16420
[0:04:00.800000], 59, -150, 48, -2816, 2521, 16336
[0:04:00.900000], 58, -139, 61, -2739, 2619, 16436
[0:04:01], 74, -134, 56, -2660, 2679, 16469
[0:04:01.100000], 58, -129, 42, -2756, 2357, 16357
[0:04:01.200000], 70, -142, 58, -2797, 2744, 16366
[0:04:01.300000], 43, -135, 65, -2850, 2735, 16364
[0:04:01.400000], 48, -134, 51, -2614, 2392, 16491
[0:04:01.500000], 58, -144, 62, -2486, 2591, 16283
[0:04:01.600000], 56, -135, 55, -2325, 2400, 16392
[0:04:01.700000], 55, -160, 66, -2083, 2550, 16486
[0:04:01.800000], 44, -156, 51, -2439, 2460, 16267
[0:04:01.900000], 35, -133, 54, -2088, 2567, 16503
[0:04:02], 30, -136, 42, -2263, 2612, 16384
[0:04:02.100000], 25, -151, 70, -2177, 2868, 16440
[0:04:02.200000], 46, -144, 59, -1639, 2634, 16475
[0:04:02.300000], 21, -145, 67, -1858, 2992, 16337
[0:04:02.400000], 46, -141, 70, -1674, 2757, 16494
[0:04:02.500000], 32, -146, 71, -1624, 2623, 16257
[0:04:02.600000], 38, -133, 65, -1720, 3085, 16288
[0:04:02.700000], 30, -139, 66, -1289, 3088, 16529
[0:04:02.800000], 22, -151, 52, -1493, 2903, 16292
[0:04:02.900000], 10, -156, 57, -1196, 2889, 16243
[0:04:03], 18, -139, 56, -958, 2987, 16529
[0:04:03.100000], 32, -153, 77, -991, 3082, 16396
[0:04:03.200000], 27, -157, 58, -1125, 3090, 16339
[0:04:03.300000], 4, -147, 49, -965, 2865, 16431
[0:04:03.400000], 17, -154, 78, -1003, 3094, 16317
[0:04:03.500000], 29, -147, 70, -510, 2907, 16420
[0:04:03.600000], 21, -155, 55, -705, 3176, 16286
[0:04:03.700000], 6, -154, 72, -601, 3012, 16260
[0:04:03.800000], 22, -152, 75, -542, 3011, 16430
[0:04:03.900000], 2, -149, 74, -518, 2843, 16270
[0:04:04], -6, -142, 64, -209, 3097, 16317
[0:04:04.100000], 2, -149, 80, -95, 2806, 16278
[0:04:04.200000], -1, -155, 76, 28, 3175, 16295
[0:04:04.300000], 1, -139, 63, -42, 3068, 16278
[0:04:04.400000], 4, -143, 82, -14, 3062, 16437
[0:04:04.500000], -5, -150, 59, -44, 3055, 16434
[0:04:04.600000], 0, -161, 83, 420, 3237, 16293
[0:04:04.700000], 5, -135, 81, 184, 3084, 16445
[0:04:04.800000], -22, -144, 67, 242, 3017, 16283
[0:04:04.900000], 3, -135, 63, 450, 3106, 16468
[0:04:05], -5, -137, 59, 829, 2749, 16252
[0:04:05.100000], 0, -139, 64, 746, 3059, 16324
[0:04:05.200000], -9, -153, 70, 538, 2755, 16392
[0:04:05.300000], -2, -139, 80, 961, 2946, 16506
[0:04:05.400000], -8, -142, 78, 913, 2822, 16280
[0:04:05.500000], -9, -158, 61, 860, 2939, 16437
[0:04:05.600000], -28, -161, 63, 1140, 2874, 16449
[0:04:05.700000], -22, -137, 83, 1265, 3133, 16360
[0:04:05.800000], -21, -140, 80, 1420, 2911, 16459
[0:04:05.900000], -28, -145, 64, 1385, 3083, 16442
[0:04:06], -20, -152, 81, 1451, 2622, 16505
[0:04:06.100000], -34, -153, 65, 1309, 2945, 16305
[0:04:06.200000], -24, -149, 68, 1802, 3044, 16406
[0:04:06.300000], -28, -137, 69, 1910, 2586, 16504
[0:04:06.400000], -29, -146, 81, 1876, 2729, 16284
[0:04:06.500000], -28, -134, 95, 1770, 2607, 16367
[0:04:06.600000], -49, -140, 76, 1759, 2588, 16334
[0:04:06.700000], -36, -146, 84, 2247, 2845, 16490
[0:04:06.800000], -29, -146, 85, 2146, 2782, 16276
[0:04:06.900000], -59, -149, 85, 2208, 2449, 16267
[0:04:07], -39, -154, 83, 2541, 2518, 16434
[0:04:07.100000], -53, -153, 84, 2515, 2442, 16310
[0:04:07.200000], -56, -141, 84, 2580, 2637, 16491
[0:04:07.300000], -53, -152, 92, 2469, 2466, 16377
[0:04:07.400000], -52, -148, 88, 2675, 2731, 16512
[0:04:07.500000], -45, -136, 93, 2921, 2463, 16262
[0:04:07.600000], -55, -141, 91, 2911, 2440, 16394
[0:04:07.700000], -45, -140, 81, 2943, 2710, 16506
[0:04:07.800000], -73, -143, 95, 2826, 2362, 16421
[0:04:07.900000], -76, -155, 83, 2873, 2421, 16284
[0:04:08], -71, -156, 100, 3180, 2429, 16306
[0:04:08.100000], -65, -140, 80, 3100, 2481, 16346
[0:04:08.200000], -57, -150, 88, 3137, 2090, 16397
[0:04:08.300000], -66, -130, 81, 3334, 2354, 16523
[0:04:08.400000], -64, -151, 97, 3439, 2464, 16374
[0:04:08.500000], -64, -149, 92, 3575, 2306, 16401
[0:04:08.600000], -75, -140, 94, 3538, 2336, 16358
[0:04:08.700000], -66, -151, 80, 3282, 2072, 16515
[0:04:08.800000], -74, -128, 77, 3701, 2178, 16250
[0:04:08.900000], -75, -151, 82, 3518, 1972, 16236
[0:04:09], -92, -141, 91, 3781, 2227, 16527
[0:04:09.100000], -72, -146, 80, 3971, 2096, 16435
[0:04:09.200000], -94, -125, 106, 3906, 2023, 16356
[0:04:09.300000], -93, -130, 82, 3823, 2125, 16301
[0:04:09.400000], -101, -146, 89, 3716, 1838, 16410
[0:04:09.500000], -82, -139, 87, 3766, 1794, 16471
[0:04:09.600000], -100, -133, 87, 3956, 1692, 16293
[0:04:09.700000], -98, -133, 83, 4128, 1863, 16349
[0:04:09.800000], -99, -128, 83, 4349, 1458, 16532
[0:04:09.900000], -86, -120, 93, 4203, 1568, 16433
[0:04:10], -99, -128, 111, 4463, 1654, 16388
[0:04:10.100000], -102, -120, 87, 4359, 1628, 16283
[0:04:10.200000], -92, -124, 87, 4200, 1606, 16351
[0:04:10.300000], -117, -135, 92, 4409, 1210, 16509
[0:04:10.400000], -89, -129, 92, 4674, 1622, 16459
[0:04:10.500000], -110, -126, 111, 4403, 1399, 16527
[0:04:10.600000], -109, -122, 84, 4364, 1256, 16345
[0:04:10.700000], -111, -136, 114, 4438, 1043, 16437
[0:04:10.800000], -96, -117, 91, 4773, 1133, 16306
[0:04:10.900000], -115, -109, 104, 4776, 1100, 16340
[0:04:11], -127, -111, 105, 4744, 1314, 16418
[0:04:11.100000], -127, -123, 113, 4772, 1182, 16351
[0:04:11.200000], -113, -123, 105, 4526, 1119, 16494
[0:04:11.300000], -123, -119, 103, 4606, 1182, 16483
[0:04:11.400000], -117, -118, 114, 5025, 973, 16397
[0:04:11.500000], -130, -122, 103, 4993, 778, 16323
[0:04:11.600000], -116, -104, 103, 4941, 855, 16347
[0:04:11.700000], -117, -121, 93, 4707, 976, 16281
[0:04:11.800000], -136, -102, 113, 4815, 446, 16467
[0:04:11.900000], -125, -102, 109, 4727, 620, 16302
[0:04:12], -114, -102, 99, 5033, 724, 16323
[0:04:12.100000], -116, -99, 99, 5139, 538, 16364
[0:04:12.200000], -140, -113, 112, 4916, 522, 16528
[0:04:12.300000], -124, -121, 89, 5080, 482, 16503
[0:04:12.400000], -142, -107, 91, 4981, 201, 16483
[0:04:12.500000], -145, -112, 97, 4800, 432, 16530
[0:04:12.600000], -139, -125, 97, 5046, 154, 16517
[0:04:12.700000], -125, -103, 100, 4871, 366, 16261
[0:04:12.800000], -132, -104, 107, 5058, 309, 16377
[0:04:12.900000], -135, -117, 121, 5167, 181, 16342
[0:04:13], -126, -102, 91, 4784, 226, 16441
[0:04:13.100000], -141, -108, 105, 5007, 195, 16437
[0:04:13.200000], -137, -96, 116, 5101, -94, 16289
[0:04:13.300000], -154, -109, 113, 5058, -188, 16244
[0:04:13.400000], -157, -102, 118, 5129, -158, 16322
[0:04:13.500000], -151, -96, 102, 5094, -257, 16450
[0:04:13.600000], -159, -92, 111, 4982, -44, 16238
[0:04:13.700000], -146, -100, 117, 4719, -552, 16490
[0:04:13.800000], -155, -92, 96, 5095, -438, 16237
[0:04:13.900000], -147, -104, 114, 5093, -429, 16291
[0:04:14], -149, -98, 115, 4703, -668, 16352
[0:04:14.100000], -142, -96, 114, 5033, -487, 16345
[0:04:14.200000], -165, -96, 104, 4741, -397, 16256
[0:04:14.300000], -146, -104, 116, 4746, -818, 16271
[0:04:14.400000], -152, -90, 114, 4627, -749, 16265
[0:04:14.500000], -158, -93, 124, 4939, -768, 16412
[0:04:14.600000], -171, -81, 118, 4889, -606, 16262
[0:04:14.700000], -161, -74, 125, 4635, -908, 16484
[0:04:14.800000], -160, -85, 114, 4523, -765, 16282
[0:04:14.900000], -148, -72, 112, 4749, -881, 16353
[0:04:15], -151, -101, 108, 4507, -892, 16436
[0:04:15.100000], -169, -82, 103, 4856, -1124, 16325
[0:04:15.200000], -165, -85, 123, 4699, -1031, 16434
[0:04:15.300000], -152, -92, 116, 4448, -1137, 16307
[0:04:15.400000], -177, -68, 126, 4800, -1369, 16235
[0:04:15.500000], -177, -95, 128, 4412, -1495, 16249
[0:04:15.600000], -184, -65, 101, 4292, -1236, 16514
[0:04:15.700000], -176, -85, 114, 4477, -1533, 16530
[0:04:15.800000], -175, -85, 105, 4417, -1480, 16246
[0:04:15.900000], -174, -62, 125, 4220, -1506, 16395
[0:04:16], -177, -62, 120, 4078, -1356, 16262
[0:04:16.100000], -159, -82, 117, 4183, -1381, 16459
[0:04:16.200000], -188, -61, 106, 4259, -1635, 16297
[0:04:16.300000], -176, -80, 117, 4185, -1522, 16255
[0:04:16.400000], -163, -75, 121, 4024, -1588, 16350
[0:04:16.500000], -189, -76, 125, 4319, -1950, 16403
[0:04:16.600000], -188, -79, 115, 3961, -1989, 16461
[0:04:16.700000], -171, -79, 111, 4016, -2016, 16521
[0:04:16.800000], -193, -77, 123, 3807, -2028, 16427
[0:04:16.900000], -192, -74, 118, 3890, -1801, 16531
[0:04:17], -192, -67, 103, 3786, -1853, 16287
[0:04:17.100000], -176, -46, 129, 3926, -2183, 16467
[0:04:17.200000], -197, -59, 111, 3515, -1917, 16491
[0:04:17.300000], -188, -66, 116, 3557, -2221, 16521
[0:04:17.400000], -198, -66, 108, 3460, -1960, 16448
[0:04:17.500000], -193, -67, 106, 3443, -2273, 16237
[0:04:17.600000], -199, -54, 110, 3360, -2216, 16371
[0:04:17.700000], -190, -64, 129, 3188, -2010, 16370
[0:04:17.800000], -175, -58, 122, 3299, -2237, 16433
[0:04:17.900000], -181, -38, 128, 3389, -2262, 16370
[0:04:18], -192, -42, 108, 3235, -2485, 16348
[0:04:18.100000], -203, -62, 104, 3113, -2208, 16449
[0:04:18.200000], -192, -49, 131, 3184, -2503, 16501
[0:04:18.300000], -195, -57, 130, 2829, -2660, 16486
[0:04:18.400000], -194, -58, 118, 2700, -2624, 16501
[0:04:18.500000], -181, -33, 133, 2752, -2577, 16368
[0:04:18.600000], -197, -30, 129, 2496, -2615, 16236
[0:04:18.700000], -198, -26, 110, 2645, -2615, 16500
[0:04:18.800000], -186, -41, 121, 2562, -2806, 16464
[0:04:18.900000], -205, -53, 126, 2491, -2439, 16469
[0:04:19], -195, -36, 106, 2209, -2490, 16244
[0:04:19.100000], -183, -21, 103, 2468, -2756, 16257
[0:04:19.200000], -190, -47, 104, 2052, -2659, 16324
[0:04:19.300000], -199, -34, 129, 2000, -2816, 16364
[0:04:19.400000], -201, -44, 103, 1887, -2791, 16267
[0:04:19.500000], -182, -36, 107, 2152, -2798, 16449
[0:04:19.600000], -191, -22, 110, 1837, -2742, 16505
[0:04:19.700000], -210, -38, 124, 1936, -2635, 16316
[0:04:19.800000], -193, -30, 109, 2003, -2569, 16415
[0:04:19.900000], -182, -38, 122, 1797, -2918, 16338
[0:04:20], -192, -31, 113, 1740, -2736, 16408
[0:04:20.100000], -184, -24, 129, 1288, -3071, 16492
[0:04:20.200000], -196, -7, 129, 1491, -2876, 16434
[0:04:20.300000], -191, -32, 109, 1463, -2687, 16344
[0:04:20.400000], -191, -10, 109, 1060, -2834, 16531
[0:04:20.500000], -187, -8, 127, 954, -3011, 16533
[0:04:20.600000], -183, -23, 112, 875, -2687, 16324
[0:04:20.700000], -190, -2, 109, 1116, -2888, 16279
[0:04:20.800000], -204, -22, 125, 685, -3077, 16456
[0:04:20.900000], -206, -15, 120, 644, -2883, 16414
[0:04:21], -210, -6, 121, 711, -2747, 16315
[0:04:21.100000], -200, -17, 126, 486, -3174, 16392
[0:04:21.200000], -195, -5, 118, 563, -3062, 16399
[0:04:21.300000], -184, -4, 106, 272, -2853, 16350
[0:04:21.400000], -199, -3, 115, 393, -2759, 16454
[0:04:21.500000], -192, -2, 117, 496, -2899, 16406
[0:04:21.600000], -202, -5, 120, -65, -3167, 16276
[0:04:21.700000], -199, 0, 110, -37, -3138, 16467
[0:04:21.800000], -206, -8, 106, 67, -2844, 16321
[0:04:21.900000], -192, -12, 108, 120, -2925, 16419
[0:04:22], -189, -12, 104, 8, -2902, 16380
[0:04:22.100000], -212, 12, 112, -269, -3053, 16276
[0:04:22.200000], -213, -2, 111, -196, -3217, 16403
[0:04:22.300000], -196, -6, 113, -267, -2935, 16246
[0:04:22.400000], -197, 20, 130, -509, -2786, 16342
[0:04:22.500000], -189, 0, 117, -823, -2876, 16345
[0:04:22.600000], -202, 16, 105, -486, -3012, 16421
[0:04:22.700000], -212, 4, 125, -807, -3060, 16412
[0:04:22.800000], -200, 5, 107, -749, -3179, 16309
[0:04:22.900000], -199, 24, 120, -1164, -3188, 16268
[0:04:23], -186, 15, 133, -1161, -2772, 16287
[0:04:23.100000], -202, 19, 119, -1075, -2947, 16388
[0:04:23.200000], -208, 21, 134, -1336, -2982, 16348
[0:04:23.300000], -211, 30, 121, -1336, -2655, 16496
[0:04:23.400000], -182, 32, 104, -1623, -2801, 16338
[0:04:23.500000], -210, 37, 130, -1454, -2683, 16491
[0:04:23.600000], -202, 25, 131, -1637, -2968, 16415
[0:04:23.700000], -201, 10, 131, -1503, -2726, 16290
[0:04:23.800000], -189, 30, 114, -1549, -2851, 16526
[0:04:23.900000], -194, 23, 133, -1961, -2836, 16375
[0:04:24], -210, 14, 126, -2110, -2582, 16281
[0:04:24.100000], -182, 18, 109, -1890, -2590, 16346
[0:04:24.200000], -200, 36, 116, -2100, -2757, 16406
[0:04:24.300000], -196, 20, 116, -1939, -2763, 16473
[0:04:24.400000], -202, 45, 111, -2351, -2617, 16420
[0:04:24.500000], -190, 32, 122, -2289, -2702, 16515
[0:04:24.600000], -178, 50, 128, -2238, -2803, 16356
[0:04:24.700000], -178, 29, 103, -2615, -2472, 16373
[0:04:24.800000], -191, 29, 125, -2468, -2555, 16407
[0:04:24.900000], -200, 30, 130, -2447, -2632, 16282
[0:04:25], -194, 55, 115, -2819, -2485, 16504
[0:04:25.100000], -196, 29, 129, -2589, -2396, 16477
[0:04:25.200000], -187, 51, 111, -2948, -2703, 16258
[0:04:25.300000], -177, 42, 110, -2788, -2645, 16359
[0:04:25.400000], -196, 33, 129, -2825, -2626, 16443
[0:04:25.500000], -176, 51, 119, -3281, -2119, 16449
[0:04:25.600000], -181, 58, 124, -3363, -2105, 16409
[0:04:25.700000], -184, 65, 108, -3039, -2511, 16484
[0:04:25.800000], -194, 50, 105, -3393, -2170, 16496
[0:04:25.900000], -174, 63, 116, -3412, -2333, 16298
[0:04:26], -181, 41, 130, -3387, -2422, 16258
[0:04:26.100000], -189, 71, 115, -3602, -1959, 16483
[0:04:26.200000], -179, 56, 111, -3574, -2311, 16496
[0:04:26.300000], -179, 49, 124, -3708, -2278, 16487
[0:04:26.400000], -189, 51, 130, -3825, -1784, 16510
[0:04:26.500000], -192, 54, 119, -3936, -2088, 16474
[0:04:26.600000], -172, 75, 117, -3640, -1852, 16310
[0:04:26.700000], -176, 70, 100, -4109, -1790, 16264
[0:04:26.800000], -170, 50, 108, -3882, -1907, 16472
[0:04:26.900000], -178, 69, 110, -4039, -1833, 16299
[0:04:27], -190, 71, 101, -3971, -1920, 16350
[0:04:27.100000], -169, 76, 112, -3971, -1973, 16251
[0:04:27.200000], -188, 71, 110, -3952, -1564, 16264
[0:04:27.300000], -175, 70, 106, -4030, -1667, 16385
[0:04:27.400000], -164, 65, 124, -4335, -1784, 16349
[0:04:27.500000], -176, 86, 101, -4247, -1336, 16350
[0:04:27.600000], -179, 89, 127, -4476, -1689, 16518
[0:04:27.700000], -173, 85, 104, -4472, -1478, 16472
[0:04:27.800000], -158, 91, 103, -4185, -1513, 16292
[0:04:27.900000], -174, 88, 107, -4252, -1374, 16293
[0:04:28], -178, 92, 122, -4650, -1209, 16344
[0:04:28.100000], -168, 81, 107, -4525, -1512, 16521
[0:04:28.200000], -161, 78, 97, -4387, -1116, 16378
[0:04:28.300000], -165, 83, 107, -4853, -1308, 16424
[0:04:28.400000], -180, 93, 125, -4662, -936, 16373
[0:04:28.500000], -176, 93, 124, -4719, -1172, 16260
[0:04:28.600000], -151, 78, 124, -4469, -1139, 16348
[0:04:28.700000], -152, 76, 111, -4639, -918, 16320
[0:04:28.800000], -166, 84, 103, -4755, -723, 16242
[0:04:28.900000], -148, 78, 108, -4717, -907, 16265
[0:04:29], -150, 99, 120, -4951, -654, 16451
[0:04:29.100000], -147, 100, 123, -4662, -1002, 16425
[0:04:29.200000], -142, 105, 119, -4923, -932, 16360
[0:04:29.300000], -155, 81, 102, -4835, -632, 16478
[0:04:29.400000], -166, 87, 99, -5104, -782, 16455
[0:04:29.500000], -153, 107, 99, -5093, -724, 16527
[0:04:29.600000], -155, 111, 98, -5053, -617, 16336
[0:04:29.700000], -162, 100, 97, -5012, -349, 16373
[0:04:29.800000], -152, 100, 108, -4815, -571, 16438
[0:04:29.900000], -158, 94, 107, -4746, -492, 16428
[0:04:30], -149, 115, 111, -5106, -244, 16347
[0:04:30.100000], -155, 105, 104, -5224, 14, 16514
[0:04:30.200000], -158, 97, 98, -4790, -397, 16448
[0:04:30.300000], -153, 102, 110, -4931, -309, 16452
[0:04:30.400000], -135, 110, 102, -5159, -134, 16446
[0:04:30.500000], -136, 112, 115, -4762, -63, 16344
[0:04:30.600000], -134, 105, 120, -5213, -136, 16396
[0:04:30.700000], -127, 119, 96, -4870, 227, 16390
[0:04:30.800000], -141, 104, 104, -5219, 72, 16432
[0:04:30.900000], -130, 94, 107, -4790, 32, 16277
[0:04:31], -131, 101, 117, -5156, 482, 16436
[0:04:31.100000], -135, 106, 95, -5150, 362, 16511
[0:04:31.200000], -122, 113, 90, -4720, 282, 16249
[0:04:31.300000], -140, 99, 92, -4874, 299, 16332
[0:04:31.400000], -133, 108, 116, -5146, 664, 16434
[0:04:31.500000], -118, 111, 118, -4831, 479, 16300
[0:04:31.600000], -124, 117, 91, -4957, 797, 16279
[0:04:31.700000], -123, 122, 115, -5130, 796, 16270
[0:04:31.800000], -136, 123, 115, -4994, 863, 16253
[0:04:31.900000], -109, 112, 88, -4620, 707, 16405
[0:04:32], -126, 126, 100, -5005, 805, 16489
[0:04:32.100000], -131, 133, 108, -4961, 1060, 16499
[0:04:32.200000], -104, 117, 113, -4660, 790, 16408
[0:04:32.300000], -119, 117, 113, -4679, 1122, 16436
[0:04:32.400000], -116, 118, 103, -4893, 952, 16324
[0:04:32.500000], -114, 137, 105, -4835, 1262, 16276
[0:04:32.600000], -106, 113, 92, -4541, 936, 16445
[0:04:32.700000], -124, 123, 87, -4499, 996, 16249
[0:04:32.800000], -116, 129, 86, -4371, 1215, 16288
[0:04:32.900000], -109, 121, 109, -4726, 1289, 16292
[0:04:33], -97, 111, 83, -4359, 1145, 16340
[0:04:33.100000], -95, 114, 95, -4252, 1564, 16394
[0:04:33.200000], -118, 128, 90, -4242, 1404, 16483
[0:04:33.300000], -88, 136, 90, -4561, 1542, 16489
[0:04:33.400000], -86, 136, 107, -4168, 1639, 16501
[0:04:33.500000], -105, 132, 87, -4202, 1675, 16395
[0:04:33.600000], -87, 137, 98, -4068, 1434, 16274
[0:04:33.700000], -107, 145, 81, -4010, 1603, 16292
[0:04:33.800000], -93, 147, 102, -4188, 1664, 16234
[0:04:33.900000], -102, 142, 109, -4320, 1929, 16397
[0:04:34], -78, 134, 90, -4005, 1674, 16450
[0:04:34.100000], -78, 147, 86, -3790, 1677, 16272
[0:04:34.200000], -73, 147, 96, -3884, 1885, 16480
[0:04:34.300000], -85, 133, 95, -4102, 2006, 16252
[0:04:34.400000], -76, 128, 107, -3708, 1896, 16318
[0:04:34.500000], -85, 133, 80, -3636, 1930, 16464
[0:04:34.600000], -78, 140, 86, -3790, 1788, 16274
[0:04:34.700000], -76, 125, 83, -3432, 2199, 16428
[0:04:34.800000], -64, 142, 89, -3360, 2315, 16487
[0:04:34.900000], -76, 128, 102, -3664, 2116, 16240
[0:04:35], -84, 147, 91, -3437, 1959, 16309
[0:04:35.100000], -75, 130, 84, -3387, 2027, 16252
[0:04:35.200000], -85, 147, 93, -3356, 2383, 16420
[0:04:35.300000], -57, 155, 84, -3182, 2486, 16436
